ID;Cidade;Area;Quartos;Banheiros;Vagas garagem;Aceita Animais;Mobilhado;Valor condomínio;Valor do Aluguel;IPTU;Seguro;Tipo Imóvel;Bairro;;;;;;
1646;Jundiaí;420;4;4;4;Sim;Não;4900;11050;3700;141;casa;Pacaembu;;;;;;
1647;Jundiaí;34;1;1;0;Sim;Não;200;1610;25;21;casa;Engordadouro;;;;;;
1648;Jundiaí;27;1;1;1;Não;Não;0;3700;0;47;casa;Horto Florestal;;;;;;
1649;Jundiaí;17;1;1;0;Não;Sim;300;2200;50;28;apartamento;Parque do Colégio;;;;;;
1650;Jundiaí;64;2;1;2;Não;Sim;2530;4000;342;51;apartamento;Maringá;;;;;;
1651;Jundiaí;645;5;8;8;Sim;Não;0;15000;2334;226;apartamento;Gramadão;;;;;;
1652;Jundiaí;68;2;2;1;Sim;Não;600;1339;0;16;casa;Engordadouro;;;;;;
1653;Jundiaí;68;1;1;1;Sim;Sim;4240;6000;584;77;casa;Fazenda Grande;;;;;;
1654;Jundiaí;134;3;3;3;Sim;Não;1680;2125;375;27;apartamento;Jundiaí Mirim;;;;;;
1655;Jundiaí;43;1;1;0;Sim;Não;250;1700;0;22;casa;Horto Florestal;;;;;;
1656;Jundiaí;48;1;1;2;Sim;Sim;2300;7000;245;89;casa;Torres São José;;;;;;
1657;Jundiaí;220;5;4;3;Não;Não;0;8000;425;121;casa;Casa Branca;;;;;;
1658;Jundiaí;600;5;5;6;Sim;Não;0;15000;2100;191;casa;Gramadão;;;;;;
1659;Jundiaí;260;3;4;3;Sim;Não;3400;1040;1250;14;apartamento;Tulipas;;;;;;
1660;Jundiaí;250;3;4;0;Sim;Não;3500;5000;1334;64;apartamento;Marco Leite;;;;;;
1661;Jundiaí;126;3;2;2;Não;Não;990;1680;0;22;apartamento;Currupira;;;;;;
1662;Jundiaí;62;2;2;0;Não;Não;645;1400;92;18;apartamento;Fazenda Grande;;;;;;
1663;Jundiaí;68;2;1;0;Não;Não;300;1300;0;17;casa;São Camilo;;;;;;
1664;Jundiaí;195;4;3;4;Sim;Não;1808;2700;1067;35;apartamento;Vila Arens / Vila Progresso;;;;;;
1665;Jundiaí;57;2;2;1;Não;Sim;480;4500;140;58;apartamento;Parque Residencial Eloy Chaves;;;;;;
1666;Jundiaí;556;4;5;7;Sim;Não;0;7000;2059;106;casa;Vila Arens / Vila Progresso;;;;;;
1667;Jundiaí;70;2;1;1;Sim;Não;576;2400;162;31;casa;Anhangabaú;;;;;;
1668;Jundiaí;105;3;2;3;Sim;Não;1250;1900;552;25;apartamento;Caxambu;;;;;;
1669;Jundiaí;200;4;3;2;Sim;Não;1150;3400;209;44;casa;Novo Horizonte;;;;;;
1670;Jundiaí;290;3;5;4;Sim;Sim;3580;7000;0;89;casa;Samambaia;;;;;;
1671;Jundiaí;90;2;2;1;Não;Sim;867;3910;0;15;apartamento;Caxambu;;;;;;
1672;Jundiaí;94;1;2;2;Não;Sim;1356;13000;384;165;casa;Colônia;;;;;;
1673;Jundiaí;130;3;4;2;Não;Não;1550;2318;411;30;casa;Horto Florestal;;;;;;
1674;Jundiaí;40;1;1;0;Sim;Não;0;1100;195;17;casa;Aeroporto;;;;;;
1675;Jundiaí;110;4;5;3;Sim;Não;0;3900;625;59;apartamento;Vila Arens / Vila Progresso;;;;;;
1676;Jundiaí;28;1;1;0;Sim;Sim;255;1764;0;23;apartamento;Marco Leite;;;;;;
1677;Jundiaí;240;3;3;3;Sim;Sim;3000;10000;1200;127;casa;Horto Florestal;;;;;;
1678;Jundiaí;100;3;3;3;Sim;Não;1000;3300;417;42;casa;Hortolândia;;;;;;
1679;Jundiaí;20;1;1;0;Sim;Não;0;2060;0;27;casa;Colônia;;;;;;
1680;Jundiaí;300;4;4;4;Sim;Sim;2800;9000;1667;115;casa;Marco Leite;;;;;;
1681;Jundiaí;16;1;1;0;Não;Não;0;850;30;11;apartamento;Malota;;;;;;
1682;Jundiaí;90;2;1;0;Não;Não;0;1720;0;26;apartamento;Tamoio;;;;;;
1683;Jundiaí;90;3;3;2;Sim;Não;1171;1997;280;26;apartamento;Distrito Industrial;;;;;;
1684;Jundiaí;39;2;1;0;Sim;Não;120;1450;43;19;apartamento;Caxambu;;;;;;
1685;Jundiaí;578;4;5;8;Sim;Não;0;9500;787;143;apartamento;Parque Residencial Eloy Chaves;;;;;;
1686;Jundiaí;180;3;2;1;Não;Não;0;3000;163;46;casa;Jardim do Lago;;;;;;
1687;Jundiaí;209;3;3;0;Sim;Não;2200;4000;803;51;apartamento;Vianelo / Bonfiglioli;;;;;;
1688;Jundiaí;170;3;3;2;Sim;Não;2377;9500;828;121;casa;Parque Centenário;;;;;;
1689;Jundiaí;250;4;5;4;Sim;Não;2050;9800;998;125;apartamento;Anhangabaú;;;;;;
1690;Jundiaí;262;4;5;4;Sim;Não;2500;2250;1350;29;casa;São Camilo;;;;;;
1691;Jundiaí;100;3;3;0;Sim;Não;0;1955;30;30;casa;Santa Gertrudes;;;;;;
1692;Jundiaí;200;3;2;2;Sim;Não;0;2900;791;44;casa;Parque Residencial Eloy Chaves;;;;;;
1693;Jundiaí;70;2;1;1;Sim;Não;550;3000;0;39;apartamento;Colônia;;;;;;
1694;Jundiaí;244;3;3;3;Sim;Não;5000;8900;1679;113;apartamento;Vianelo / Bonfiglioli;;;;;;
1695;Jundiaí;270;5;4;4;Não;Não;3500;7000;1684;89;casa;Casa Branca;;;;;;
1696;Jundiaí;45;1;1;0;Não;Não;0;1030;60;16;casa;Tulipas;;;;;;
1697;Jundiaí;20;1;1;0;Não;Sim;340;2400;59;31;apartamento;Santa Gertrudes;;;;;;
1698;Jundiaí;70;2;2;0;Não;Não;720;3750;25;48;apartamento;Parque Centenário;;;;;;
1699;Jundiaí;130;2;2;5;Sim;Não;0;1800;321;28;apartamento;Vale Azul;;;;;;
1700;Jundiaí;104;2;2;1;Sim;Não;580;1700;122;22;casa;Pacaembu;;;;;;
1701;Jundiaí;65;1;1;1;Não;Não;1000;2500;0;32;casa;Hortolândia;;;;;;
1702;Jundiaí;235;3;3;3;Não;Não;1367;6500;579;83;casa;Horto Florestal;;;;;;
1703;Jundiaí;200;3;4;2;Sim;Não;2700;9180;0;117;apartamento;Jundiaí Mirim;;;;;;
1704;Jundiaí;150;2;2;1;Sim;Sim;0;2175;0;12;apartamento;Moisés;;;;;;
1705;Jundiaí;60;2;1;1;Sim;Não;314;1000;0;13;apartamento;Pinheirinhos/Represa;;;;;;
1706;Jundiaí;82;1;1;2;Sim;Não;1650;8000;267;102;apartamento;Santa Gertrudes;;;;;;
1707;Jundiaí;380;3;2;3;Sim;Não;3200;15000;917;191;casa;Nova Odessa;;;;;;
1708;Jundiaí;380;4;4;3;Sim;Não;2300;8000;2180;102;casa;Moisés;;;;;;
1709;Jundiaí;54;2;2;1;Sim;Não;665;2200;117;28;casa;Torres São José;;;;;;
1710;Jundiaí;67;2;2;1;Não;Sim;580;3500;60;45;apartamento;Cerâmica Ibetel;;;;;;
1711;Jundiaí;330;2;4;3;Sim;Não;0;6000;2000;91;apartamento;Parque Centenário;;;;;;
1712;Jundiaí;117;4;5;4;Não;Não;1523;3175;711;41;apartamento;Torres São José;;;;;;
1713;Jundiaí;200;3;3;5;Sim;Não;0;2650;220;40;apartamento;Malota;;;;;;
1714;Jundiaí;305;2;3;0;Sim;Não;3500;5000;667;64;casa;São Camilo;;;;;;
1715;Jundiaí;53;2;2;2;Sim;Não;757;2495;166;11;apartamento;Rami;;;;;;
1716;Jundiaí;170;4;3;2;Sim;Não;0;1750;109;27;casa;Alvorada;;;;;;
1717;Jundiaí;50;1;1;1;Sim;Não;500;1800;0;23;casa;Rami;;;;;;
1718;Jundiaí;250;4;2;3;Não;Sim;3000;15000;100;191;casa;Parque Residencial Eloy Chaves;;;;;;
1719;Jundiaí;164;3;2;1;Sim;Sim;1229;3700;198;47;apartamento;Caxambu;;;;;;
1720;Jundiaí;90;2;1;1;Sim;Não;0;2500;219;38;casa;Distrito Industrial;;;;;;
1721;Jundiaí;115;3;3;1;Sim;Não;1035;1900;30;25;casa;Parque do Colégio;;;;;;
1722;Jundiaí;206;3;3;1;Sim;Sim;2914;7400;586;94;casa;Jardim Ermida II;;;;;;
1723;Jundiaí;50;2;2;1;Sim;Não;380;1900;0;25;casa;Vila Arens / Vila Progresso;;;;;;
1724;Jundiaí;49;2;1;1;Sim;Não;263;1000;38;13;casa;Pacaembu;;;;;;
1725;Jundiaí;30;1;1;0;Sim;Não;330;1210;21;16;casa;Ponte São João;;;;;;
1726;Jundiaí;130;3;1;1;Sim;Não;0;5600;0;85;apartamento;Malota;;;;;;
1727;Jundiaí;360;4;9;8;Sim;Não;0;8540;1329;129;casa;São Camilo;;;;;;
1728;Jundiaí;54;2;1;1;Sim;Não;670;1932;73;8;casa;Nambi;;;;;;
1729;Jundiaí;252;3;3;4;Sim;Não;0;3300;259;50;apartamento;Parque Residencial Eloy Chaves;;;;;;
1730;Jundiaí;130;3;2;0;Sim;Não;0;1400;10;22;casa;Hortolândia;;;;;;
1731;Jundiaí;400;4;4;3;Sim;Não;1200;8700;458;131;apartamento;Malota;;;;;;
1732;Jundiaí;27;1;1;0;Não;Não;50;895;41;12;casa;Ponte São João;;;;;;
1733;Jundiaí;45;1;1;1;Não;Não;589;2349;0;8;casa;Parque do Colégio;;;;;;
1734;Jundiaí;260;4;4;2;Sim;Sim;2570;4400;584;56;casa;Parque Residencial Eloy Chaves;;;;;;
1735;Jundiaí;74;2;3;2;Sim;Não;450;3200;40;41;casa;Alvorada;;;;;;
1736;Jundiaí;59;2;2;0;Não;Não;754;2040;25;26;casa;Gramadão;;;;;;
1737;Jundiaí;51;2;1;1;Sim;Não;455;2500;23;32;apartamento;Vale Azul;;;;;;
1738;Jundiaí;346;4;4;4;Sim;Não;2200;4080;2704;52;casa;Caxambu;;;;;;
1739;Jundiaí;30;1;1;0;Não;Não;0;1200;0;19;apartamento;Samambaia;;;;;;
1740;Jundiaí;58;2;1;1;Sim;Não;710;1397;3;18;casa;Moisés;;;;;;
1741;Jundiaí;65;2;1;1;Sim;Sim;459;1850;49;24;apartamento;Jardim do Lago;;;;;;
1742;Jundiaí;110;2;3;2;Sim;Não;1276;6500;517;83;casa;Torres São José;;;;;;
1743;Jundiaí;600;5;7;8;Sim;Sim;0;9000;1875;136;apartamento;Rami;;;;;;
1744;Jundiaí;35;1;1;0;Sim;Não;1;1950;0;25;apartamento;Pacaembu;;;;;;
1745;Jundiaí;65;3;1;0;Não;Não;510;1880;30;24;apartamento;Agapeama;;;;;;
1746;Jundiaí;83;2;1;1;Não;Não;550;1600;125;21;casa;Nambi;;;;;;
1747;Jundiaí;100;3;2;0;Não;Não;800;2000;250;26;casa;Cerâmica Ibetel;;;;;;
1748;Jundiaí;90;2;2;1;Sim;Não;1000;3000;50;39;casa;Novo Horizonte;;;;;;
1749;Jundiaí;65;1;1;1;Não;Sim;2400;3500;1;45;casa;Malota;;;;;;
1750;Jundiaí;135;3;2;2;Sim;Não;1650;2300;775;30;casa;Medeiros;;;;;;
1751;Jundiaí;90;2;2;2;Sim;Não;0;1800;0;28;casa;Novo Horizonte;;;;;;
1752;Jundiaí;58;2;1;1;Sim;Não;650;1500;5;20;casa;Parque Residencial Eloy Chaves;;;;;;
1753;Jundiaí;34;2;1;0;Sim;Não;300;2200;15;28;casa;Novo Horizonte;;;;;;
1754;Jundiaí;350;3;5;3;Sim;Não;0;12000;1250;181;casa;Vila Municipal;;;;;;
1755;Jundiaí;45;1;1;1;Não;Sim;2200;4500;334;58;apartamento;Fazenda Grande;;;;;;
1756;Jundiaí;120;3;2;1;Não;Não;870;2500;160;32;casa;Distrito Industrial;;;;;;
1757;Jundiaí;45;1;1;1;Não;Não;417;850;140;11;casa;Pinheirinhos/Represa;;;;;;
1758;Jundiaí;26;1;1;0;Não;Não;0;900;10;12;casa;Vila Municipal;;;;;;
1759;Jundiaí;137;4;1;1;Não;Sim;435;3000;5;22;casa;Vale Azul;;;;;;
1760;Jundiaí;200;2;2;1;Sim;Não;0;2000;1;31;casa;Currupira;;;;;;
1761;Jundiaí;20;1;1;0;Sim;Sim;602;1800;130;23;apartamento;Cerâmica Ibetel;;;;;;
1762;Jundiaí;163;3;3;3;Sim;Sim;1532;2550;417;33;apartamento;Retiro;;;;;;
1763;Jundiaí;32;1;1;1;Não;Não;597;2088;0;7;apartamento;Fazenda Grande;;;;;;
1764;Jundiaí;45;1;1;1;Sim;Não;695;1700;170;22;casa;São Camilo;;;;;;
1765;Jundiaí;147;3;2;0;Não;Sim;1500;4250;0;54;apartamento;Colônia;;;;;;
1766;Jundiaí;260;3;2;1;Não;Não;0;3000;334;46;casa;Caxambu;;;;;;
1767;Jundiaí;36;1;1;1;Sim;Sim;600;3400;80;44;casa;Samambaia;;;;;;
1768;Jundiaí;20;1;1;0;Sim;Sim;602;1800;130;23;apartamento;CECAP;;;;;;
1769;Jundiaí;112;1;2;2;Sim;Sim;0;8389;0;107;casa;CECAP;;;;;;
1770;Jundiaí;35;1;1;0;Sim;Sim;450;1300;40;17;apartamento;Jardim do Lago;;;;;;
1771;Jundiaí;280;3;4;2;Sim;Não;0;2590;310;39;casa;Medeiros;;;;;;
1772;Jundiaí;137;2;2;1;Não;Não;0;4600;410;70;casa;Vila Militar;;;;;;
1773;Jundiaí;120;3;3;1;Sim;Não;1015;3070;0;39;casa;Marco Leite;;;;;;
1774;Jundiaí;62;3;1;1;Não;Não;400;1600;25;21;casa;Malota;;;;;;
1775;Jundiaí;70;2;2;0;Sim;Não;0;1980;0;30;casa;Jardim do Lago;;;;;;
1776;Jundiaí;78;3;2;2;Sim;Não;650;2400;117;31;apartamento;Ponte São João;;;;;;
1777;Jundiaí;39;1;1;1;Não;Sim;600;4200;125;54;apartamento;Vila Arens / Vila Progresso;;;;;;
1778;Jundiaí;90;3;3;2;Sim;Não;740;1350;78;18;casa;Medeiros;;;;;;
1779;Jundiaí;121;2;3;1;Sim;Não;825;2560;170;33;casa;Retiro;;;;;;
1780;Jundiaí;97;3;3;2;Sim;Não;1058;2500;275;32;apartamento;Parque Centenário;;;;;;
1781;Jundiaí;130;2;2;2;Sim;Não;0;3500;448;53;casa;Vila Municipal;;;;;;
1782;Jundiaí;46;2;1;1;Sim;Não;250;1250;0;16;apartamento;Gramadão;;;;;;
1783;Jundiaí;93;2;2;2;Sim;Sim;1166;5500;325;70;apartamento;Santa Gertrudes;;;;;;
1784;Jundiaí;70;2;2;0;Sim;Não;280;1000;138;13;casa;Pacaembu;;;;;;
1785;Jundiaí;100;2;1;1;Sim;Não;0;1900;84;29;apartamento;Rami;;;;;;
1786;Jundiaí;64;1;2;1;Sim;Não;763;2603;101;16;apartamento;Jardim Ermida II;;;;;;
1787;Jundiaí;84;2;2;0;Sim;Não;747;1500;0;20;casa;Gramadão;;;;;;
1788;Jundiaí;146;3;5;3;Não;Sim;1400;9000;0;115;apartamento;Rami;;;;;;
1789;Jundiaí;110;3;2;1;Sim;Não;1000;5500;25;70;casa;Casa Branca;;;;;;
1790;Jundiaí;80;1;2;1;Sim;Sim;1000;4000;109;51;casa;Santa Gertrudes;;;;;;
1791;Jundiaí;280;3;4;4;Sim;Não;5000;15000;1500;191;apartamento;Maringá;;;;;;
1792;Jundiaí;180;4;3;2;Sim;Não;2650;5500;667;70;apartamento;Nova Odessa;;;;;;
1793;Jundiaí;20;1;1;0;Não;Sim;150;3142;67;40;casa;Fazenda Grande;;;;;;
1794;Jundiaí;70;3;1;1;Sim;Não;1000;2500;0;32;casa;Caxambu;;;;;;
1795;Jundiaí;54;1;1;1;Não;Não;1484;4130;250;53;casa;Casa Branca;;;;;;
1796;Jundiaí;469;4;5;4;Sim;Não;5706;15000;2260;191;casa;Samambaia;;;;;;
1797;Jundiaí;240;3;4;4;Sim;Não;2800;7000;0;89;casa;Vila Militar;;;;;;
1798;Jundiaí;141;3;2;2;Sim;Não;2200;6900;450;88;casa;Horto Florestal;;;;;;
1799;Jundiaí;70;2;1;0;Sim;Não;0;1600;0;21;apartamento;CECAP;;;;;;
1800;Jundiaí;58;1;2;1;Sim;Sim;920;5800;200;74;casa;Alvorada;;;;;;
1801;Jundiaí;160;3;2;2;Sim;Não;1700;3599;490;46;casa;Distrito Industrial;;;;;;
1802;Jundiaí;348;3;3;3;Sim;Não;0;6000;350;91;apartamento;Casa Branca;;;;;;
1803;Jundiaí;68;2;1;1;Sim;Não;1064;1200;0;16;casa;Cerâmica Ibetel;;;;;;
1804;Jundiaí;58;2;2;2;Não;Sim;347;3500;0;45;casa;Distrito Industrial;;;;;;
1805;Jundiaí;138;2;3;2;Sim;Sim;2082;2180;606;28;apartamento;Cerâmica Ibetel;;;;;;
1806;Jundiaí;55;1;1;1;Não;Não;696;2200;148;28;casa;Vila Militar;;;;;;
1807;Jundiaí;170;3;2;2;Sim;Não;0;2300;98;35;casa;Anhangabaú;;;;;;
1808;Jundiaí;400;3;7;4;Sim;Não;3000;20000;84;254;casa;Medeiros;;;;;;
1809;Jundiaí;188;5;4;0;Sim;Não;0;4000;178;61;apartamento;Hortolândia;;;;;;
1810;Jundiaí;240;3;4;2;Sim;Não;1;8200;625;124;apartamento;Medeiros;;;;;;
1811;Jundiaí;23;1;1;0;Sim;Não;392;2100;41;27;apartamento;Marco Leite;;;;;;
1812;Jundiaí;48;1;2;1;Sim;Sim;750;3857;0;13;casa;Parque Residencial Eloy Chaves;;;;;;
1813;Jundiaí;380;3;5;4;Sim;Não;0;3800;459;58;casa;Jundiaí Mirim;;;;;;
1814;Jundiaí;58;2;2;1;Não;Sim;928;4000;256;51;casa;Cerâmica Ibetel;;;;;;
1815;Jundiaí;200;2;1;1;Sim;Não;0;2450;200;37;casa;Parque Centenário;;;;;;
1816;Jundiaí;70;2;1;1;Sim;Sim;2065;3300;211;42;apartamento;Novo Horizonte;;;;;;
1817;Jundiaí;126;2;2;1;Sim;Não;0;2500;0;38;casa;Santa Gertrudes;;;;;;
1818;Jundiaí;218;3;4;2;Não;Não;1800;7800;334;99;casa;Medeiros;;;;;;
1819;Jundiaí;190;4;4;2;Sim;Não;900;3200;192;15;casa;Gramadão;;;;;;
1820;Jundiaí;64;1;2;1;Não;Não;930;1540;68;20;apartamento;Marco Leite;;;;;;
1821;Jundiaí;420;4;4;4;Sim;Não;6000;12000;2000;153;casa;Jardim Ermida;;;;;;
1822;Jundiaí;42;1;1;0;Sim;Sim;345;1800;0;23;apartamento;Parque do Colégio;;;;;;
1823;Jundiaí;284;4;3;4;Sim;Sim;1500;6000;405;91;casa;Caxambu;;;;;;
1824;Jundiaí;108;3;2;2;Sim;Não;980;2200;195;28;casa;Nambi;;;;;;
1825;Jundiaí;95;2;1;1;Sim;Não;0;2900;0;44;casa;Novo Horizonte;;;;;;
1826;Jundiaí;217;2;3;3;Sim;Sim;2500;6000;1000;77;apartamento;Horto Florestal;;;;;;
1827;Jundiaí;190;3;3;2;Não;Não;2800;9000;888;115;casa;Medeiros;;;;;;
1828;Jundiaí;150;2;2;1;Sim;Não;0;1060;167;16;apartamento;Parque Residencial Eloy Chaves;;;;;;
1829;Jundiaí;75;1;2;0;Sim;Não;260;2100;0;27;casa;Aeroporto;;;;;;
1830;Jundiaí;40;1;1;0;Não;Não;0;780;17;12;apartamento;Colônia;;;;;;
1831;Jundiaí;110;2;1;1;Sim;Não;1200;3000;137;39;apartamento;Rami;;;;;;
1832;Jundiaí;139;4;5;2;Não;Não;1500;10000;584;127;casa;Torres São José;;;;;;
1833;Jundiaí;30;1;1;0;Sim;Sim;350;3400;0;44;apartamento;Parque Residencial Eloy Chaves;;;;;;
1834;Jundiaí;58;2;1;1;Sim;Não;397;1800;0;23;casa;Maringá;;;;;;
1835;Jundiaí;150;3;4;2;Sim;Não;125;2750;159;42;apartamento;Parque do Colégio;;;;;;
1836;Jundiaí;131;4;4;3;Não;Sim;2100;6000;798;77;casa;Pinheirinhos/Represa;;;;;;
1837;Jundiaí;18;1;1;0;Sim;Não;0;1720;0;22;casa;Tamoio;;;;;;
1838;Jundiaí;80;2;1;1;Sim;Não;400;1500;0;20;casa;Jardim Ermida II;;;;;;
1839;Jundiaí;144;3;4;3;Sim;Sim;856;7200;589;92;casa;Parque do Colégio;;;;;;
1840;Jundiaí;85;2;1;0;Sim;Não;510;1617;67;21;casa;Parque do Colégio;;;;;;
1841;Jundiaí;76;2;2;1;Sim;Não;900;3410;272;44;apartamento;Retiro;;;;;;
1842;Jundiaí;370;5;3;4;Sim;Não;0;8500;492;128;casa;Rami;;;;;;
1843;Jundiaí;100;2;1;0;Sim;Não;550;900;61;12;apartamento;Nambi;;;;;;
1844;Jundiaí;260;3;5;0;Sim;Não;0;9000;634;136;casa;Marco Leite;;;;;;
1845;Jundiaí;220;3;4;2;Sim;Não;400;15000;834;226;apartamento;Gramadão;;;;;;
1846;Jundiaí;273;3;3;1;Sim;Não;1880;5000;778;64;apartamento;Fazenda Grande;;;;;;
1847;Jundiaí;107;3;2;1;Não;Não;1040;5800;386;74;casa;Jardim Ermida II;;;;;;
1848;Jundiaí;34;2;1;0;Sim;Não;300;2200;15;28;casa;Pacaembu;;;;;;
1849;Jundiaí;80;2;1;0;Sim;Sim;0;4892;0;74;casa;Centro;;;;;;
1850;Jundiaí;550;4;5;0;Sim;Não;2700;8800;0;112;casa;Tulipas;;;;;;
1851;Jundiaí;60;3;3;2;Sim;Não;0;2700;273;41;apartamento;Vila Rio Branco;;;;;;
1852;Jundiaí;45;2;1;1;Sim;Não;545;1850;104;24;apartamento;Anhangabaú;;;;;;
1853;Jundiaí;170;4;2;3;Sim;Não;0;2550;0;39;casa;Retiro;;;;;;
1854;Jundiaí;200;3;4;3;Sim;Sim;2350;6200;1084;79;apartamento;Vila Arens / Vila Progresso;;;;;;
1855;Jundiaí;70;2;1;1;Não;Sim;350;2250;78;29;casa;Pacaembu;;;;;;
1856;Jundiaí;77;2;2;1;Sim;Não;998;1950;213;25;casa;Fazenda Grande;;;;;;
1857;Jundiaí;270;4;4;4;Sim;Sim;2800;15000;100;191;casa;Centro;;;;;;
1858;Jundiaí;339;4;5;4;Sim;Sim;2800;15000;1440;191;apartamento;Distrito Industrial;;;;;;
1859;Jundiaí;50;1;1;0;Sim;Não;0;1100;0;17;apartamento;Novo Horizonte;;;;;;
1860;Jundiaí;104;2;2;0;Sim;Sim;756;2200;0;28;casa;Ponte São João;;;;;;
1861;Jundiaí;68;2;2;1;Não;Sim;710;6700;225;85;apartamento;Jardim Ermida II;;;;;;
1862;Jundiaí;240;4;4;3;Sim;Não;8000;2000;2000;26;casa;Tulipas;;;;;;
1863;Jundiaí;45;1;1;1;Não;Sim;2200;2300;167;30;casa;Pinheirinhos/Represa;;;;;;
1864;Jundiaí;189;4;3;3;Sim;Não;3434;4500;1334;58;apartamento;Pacaembu;;;;;;
1865;Jundiaí;43;1;1;0;Sim;Não;219;1472;42;6;apartamento;Currupira;;;;;;
1866;Jundiaí;35;1;1;1;Sim;Não;0;1010;30;13;apartamento;Moisés;;;;;;
1867;Jundiaí;200;3;3;2;Sim;Não;0;8000;292;121;casa;Pacaembu;;;;;;
1868;Jundiaí;250;3;5;8;Sim;Sim;0;6000;7;91;apartamento;Pinheirinhos/Represa;;;;;;
1869;Jundiaí;400;4;6;3;Sim;Não;0;7225;163;109;casa;Parque do Colégio;;;;;;
1870;Jundiaí;45;1;1;1;Não;Sim;3000;5520;0;70;casa;Torres São José;;;;;;
1871;Jundiaí;22;1;1;1;Sim;Não;471;2200;55;28;casa;Medeiros;;;;;;
1872;Jundiaí;180;3;3;2;Sim;Não;2100;8000;413;102;casa;Novo Horizonte;;;;;;
1873;Jundiaí;486;4;6;5;Não;Não;4614;4861;3772;62;casa;Vila Rio Branco;;;;;;
1874;Jundiaí;72;3;2;2;Sim;Não;720;2312;0;8;casa;Medeiros;;;;;;
1875;Jundiaí;830;2;2;2;Sim;Não;0;2001;159;31;casa;Parque do Colégio;;;;;;
1876;Jundiaí;52;1;1;1;Sim;Sim;410;4667;64;60;casa;Nova Odessa;;;;;;
1877;Jundiaí;90;1;1;0;Não;Não;300;2066;0;27;casa;Nova Odessa;;;;;;
1878;Jundiaí;165;3;2;1;Sim;Não;1100;1800;294;23;casa;Maringá;;;;;;
1879;Jundiaí;71;2;2;1;Sim;Não;730;1250;35;16;apartamento;Vila Militar;;;;;;
1880;Jundiaí;65;2;2;2;Sim;Não;717;2000;0;26;apartamento;Vila Rio Branco;;;;;;
1881;Jundiaí;260;3;5;5;Sim;Não;1700;7600;584;115;casa;Novo Horizonte;;;;;;
1882;Jundiaí;140;2;1;0;Sim;Não;1300;4500;0;58;casa;Rami;;;;;;
1883;Jundiaí;200;3;2;3;Sim;Sim;3000;8000;667;102;casa;Vianelo / Bonfiglioli;;;;;;
1884;Jundiaí;204;3;2;2;Sim;Não;3550;7000;764;89;apartamento;Ponte São João;;;;;;
1885;Jundiaí;96;3;1;2;Sim;Não;600;1847;15;24;casa;Fazenda Grande;;;;;;
1886;Jundiaí;136;3;4;3;Não;Não;1546;3500;350;45;apartamento;Aeroporto;;;;;;
1887;Jundiaí;156;3;2;1;Sim;Não;0;6400;59;97;casa;Maringá;;;;;;
1888;Jundiaí;98;1;1;1;Sim;Não;730;2800;152;36;casa;Moisés;;;;;;
1889;Jundiaí;150;3;3;3;Sim;Não;100;4600;234;70;casa;Gramadão;;;;;;
1890;Jundiaí;200;3;3;5;Sim;Não;0;14000;834;211;casa;Jundiaí Mirim;;;;;;
1891;Jundiaí;31;2;1;0;Sim;Não;0;1040;0;14;apartamento;Vila Rio Branco;;;;;;
1892;Jundiaí;136;3;2;2;Sim;Sim;1259;15000;374;191;apartamento;Centro;;;;;;
1893;Jundiaí;440;4;4;4;Sim;Sim;4985;10200;2849;130;casa;Cerâmica Ibetel;;;;;;
1894;Jundiaí;110;3;3;1;Não;Não;1000;3000;84;39;casa;Alvorada;;;;;;
1895;Jundiaí;347;5;5;4;Sim;Não;0;7000;500;106;apartamento;Vianelo / Bonfiglioli;;;;;;
1896;Jundiaí;98;3;2;1;Sim;Sim;1520;2400;0;31;apartamento;Distrito Industrial;;;;;;
1897;Jundiaí;600;3;3;3;Sim;Não;6826;15000;2860;191;casa;Rami;;;;;;
1898;Jundiaí;53;2;2;1;Não;Sim;579;3000;89;39;casa;Malota;;;;;;
1899;Jundiaí;58;1;2;2;Sim;Não;630;1450;67;19;apartamento;Distrito Industrial;;;;;;
1900;Jundiaí;162;2;2;3;Sim;Sim;1500;15000;609;191;apartamento;Anhangabaú;;;;;;
1901;Jundiaí;50;1;1;1;Não;Sim;781;5300;212;68;apartamento;Alvorada;;;;;;
1902;Jundiaí;230;5;3;2;Sim;Sim;0;3491;291;53;casa;Rami;;;;;;
1903;Jundiaí;93;3;4;2;Sim;Sim;1000;2800;257;36;casa;Hortolândia;;;;;;
1904;Jundiaí;93;1;3;1;Não;Não;1040;3500;33;45;apartamento;Vila Municipal;;;;;;
1905;Jundiaí;20;1;1;0;Sim;Sim;602;1800;130;23;apartamento;Jardim Ermida;;;;;;
1906;Jundiaí;150;3;2;0;Sim;Não;0;2500;150;38;casa;Hortolândia;;;;;;
1907;Jundiaí;182;3;5;3;Sim;Não;3600;4900;875;63;casa;Currupira;;;;;;
1908;Jundiaí;48;1;1;1;Sim;Não;625;1797;0;18;casa;Retiro;;;;;;
1909;Jundiaí;98;3;2;2;Sim;Não;900;4500;0;58;casa;Tulipas;;;;;;
1910;Jundiaí;197;3;4;1;Sim;Não;2665;4500;459;58;casa;Horto Florestal;;;;;;
1911;Jundiaí;114;4;4;2;Sim;Não;1115;2790;321;36;casa;Colônia;;;;;;
1912;Jundiaí;70;2;1;0;Sim;Não;300;1300;53;17;casa;Moisés;;;;;;
