ID;Cidade;Area;Quartos;Banheiros;Vagas garagem;Aceita Animais;Mobilhado;Valor condomínio;Valor do Aluguel;IPTU;Seguro;Tipo Imóvel;Bairro;Estado;;;;;
1729;Jundiaí;252;3;3;4;Sim;Não;0;3300;259;50;Apartamento;Parque Residencial Eloy Chaves;Locado;;;;;
1730;Jundiaí;130;3;2;0;Sim;Não;0;1400;10;22;Casa;Hortolândia;Locado;;;;;
1731;Jundiaí;400;4;4;3;Sim;Não;1200;8700;458;131;Apartamento;Malota;Disponível;;;;;
1732;Jundiaí;27;1;1;0;Não;Não;50;895;41;12;Casa;Ponte São João;Disponível;;;;;
1733;Jundiaí;45;1;1;1;Não;Não;589;2349;0;8;Casa;Parque Do Colégio;Locado;;;;;
1734;Jundiaí;260;4;4;2;Sim;Sim;2570;4400;584;56;Casa;Parque Residencial Eloy Chaves;Disponível;;;;;
1735;Jundiaí;74;2;3;2;Sim;Não;450;3200;40;41;Casa;Alvorada;Disponível;;;;;
1736;Jundiaí;59;2;2;0;Não;Não;754;2040;25;26;Casa;Gramadão;Locado;;;;;
1737;Jundiaí;51;2;1;1;Sim;Não;455;2500;23;32;Apartamento;Vale Azul;Locado;;;;;
1738;Jundiaí;346;4;4;4;Sim;Não;2200;4080;2704;52;Casa;Caxambu;Disponível;;;;;
1739;Jundiaí;30;1;1;0;Não;Não;0;1200;0;19;Apartamento;Samambaia;Locado;;;;;
1740;Jundiaí;58;2;1;1;Sim;Não;710;1397;3;18;Casa;Moisés;Locado;;;;;
1741;Jundiaí;65;2;1;1;Sim;Sim;459;1850;49;24;Apartamento;Jardim Do Lago;Locado;;;;;
1742;Jundiaí;110;2;3;2;Sim;Não;1276;6500;517;83;Casa;Torres São José;Locado;;;;;
1743;Jundiaí;600;5;7;8;Sim;Sim;0;9000;1875;136;Apartamento;Rami;Disponível;;;;;
1744;Jundiaí;35;1;1;0;Sim;Não;1;1950;0;25;Apartamento;Pacaembu;Locado;;;;;
1745;Jundiaí;65;3;1;0;Não;Não;510;1880;30;24;Apartamento;Agapeama;Disponível;;;;;
1746;Jundiaí;83;2;1;1;Não;Não;550;1600;125;21;Casa;Nambi;Disponível;;;;;
1747;Jundiaí;100;3;2;0;Não;Não;800;2000;250;26;Casa;Cerâmica Ibetel;Disponível;;;;;
1748;Jundiaí;90;2;2;1;Sim;Não;1000;3000;50;39;Casa;Novo Horizonte;Disponível;;;;;
1749;Jundiaí;65;1;1;1;Não;Sim;2400;3500;1;45;Casa;Malota;Disponível;;;;;
1750;Jundiaí;135;3;2;2;Sim;Não;1650;2300;775;30;Casa;Medeiros;Locado;;;;;
1751;Jundiaí;90;2;2;2;Sim;Não;0;1800;0;28;Casa;Novo Horizonte;Disponível;;;;;
1752;Jundiaí;58;2;1;1;Sim;Não;650;1500;5;20;Casa;Parque Residencial Eloy Chaves;Disponível;;;;;
1753;Jundiaí;34;2;1;0;Sim;Não;300;2200;15;28;Casa;Novo Horizonte;Locado;;;;;
1754;Jundiaí;350;3;5;3;Sim;Não;0;12000;1250;181;Casa;Vila Municipal;Disponível;;;;;
1755;Jundiaí;45;1;1;1;Não;Sim;2200;4500;334;58;Apartamento;Fazenda Grande;Disponível;;;;;
1756;Jundiaí;120;3;2;1;Não;Não;870;2500;160;32;Casa;Distrito Industrial;Locado;;;;;
1757;Jundiaí;45;1;1;1;Não;Não;417;850;140;11;Casa;Pinheirinhos/Represa;Disponível;;;;;
1758;Jundiaí;26;1;1;0;Não;Não;0;900;10;12;Casa;Vila Municipal;Disponível;;;;;
1759;Jundiaí;137;4;1;1;Não;Sim;435;3000;5;22;Casa;Vale Azul;Disponível;;;;;
1760;Jundiaí;200;2;2;1;Sim;Não;0;2000;1;31;Casa;Currupira;Disponível;;;;;
1761;Jundiaí;20;1;1;0;Sim;Sim;602;1800;130;23;Apartamento;Cerâmica Ibetel;Locado;;;;;
1762;Jundiaí;163;3;3;3;Sim;Sim;1532;2550;417;33;Apartamento;Retiro;Disponível;;;;;
1763;Jundiaí;32;1;1;1;Não;Não;597;2088;0;7;Apartamento;Fazenda Grande;Locado;;;;;
1764;Jundiaí;45;1;1;1;Sim;Não;695;1700;170;22;Casa;São Camilo;Disponível;;;;;
1765;Jundiaí;147;3;2;0;Não;Sim;1500;4250;0;54;Apartamento;Colônia;Locado;;;;;
1766;Jundiaí;260;3;2;1;Não;Não;0;3000;334;46;Casa;Caxambu;Disponível;;;;;
1767;Jundiaí;36;1;1;1;Sim;Sim;600;3400;80;44;Casa;Samambaia;Locado;;;;;
1768;Jundiaí;20;1;1;0;Sim;Sim;602;1800;130;23;Apartamento;Cecap;Disponível;;;;;
1769;Jundiaí;112;1;2;2;Sim;Sim;0;8389;0;107;Casa;Cecap;Locado;;;;;
1770;Jundiaí;35;1;1;0;Sim;Sim;450;1300;40;17;Apartamento;Jardim Do Lago;Locado;;;;;
1771;Jundiaí;280;3;4;2;Sim;Não;0;2590;310;39;Casa;Medeiros;Locado;;;;;
1772;Jundiaí;137;2;2;1;Não;Não;0;4600;410;70;Casa;Vila Militar;Disponível;;;;;
1773;Jundiaí;120;3;3;1;Sim;Não;1015;3070;0;39;Casa;Marco Leite;Locado;;;;;
1774;Jundiaí;62;3;1;1;Não;Não;400;1600;25;21;Casa;Malota;Disponível;;;;;
1775;Jundiaí;70;2;2;0;Sim;Não;0;1980;0;30;Casa;Jardim Do Lago;Disponível;;;;;
1776;Jundiaí;78;3;2;2;Sim;Não;650;2400;117;31;Apartamento;Ponte São João;Locado;;;;;
1777;Jundiaí;39;1;1;1;Não;Sim;600;4200;125;54;Apartamento;Vila Arens / Vila Progresso;Locado;;;;;
1778;Jundiaí;90;3;3;2;Sim;Não;740;1350;78;18;Casa;Medeiros;Disponível;;;;;
1779;Jundiaí;121;2;3;1;Sim;Não;825;2560;170;33;Casa;Retiro;Disponível;;;;;
1780;Jundiaí;97;3;3;2;Sim;Não;1058;2500;275;32;Apartamento;Parque Centenário;Locado;;;;;
1781;Jundiaí;130;2;2;2;Sim;Não;0;3500;448;53;Casa;Vila Municipal;Locado;;;;;
1782;Jundiaí;46;2;1;1;Sim;Não;250;1250;0;16;Apartamento;Gramadão;Locado;;;;;
1783;Jundiaí;93;2;2;2;Sim;Sim;1166;5500;325;70;Apartamento;Santa Gertrudes;Disponível;;;;;
1784;Jundiaí;70;2;2;0;Sim;Não;280;1000;138;13;Casa;Pacaembu;Disponível;;;;;
1785;Jundiaí;100;2;1;1;Sim;Não;0;1900;84;29;Apartamento;Rami;Locado;;;;;
1786;Jundiaí;64;1;2;1;Sim;Não;763;2603;101;16;Apartamento;Jardim Ermida Ii;Disponível;;;;;
1787;Jundiaí;84;2;2;0;Sim;Não;747;1500;0;20;Casa;Gramadão;Locado;;;;;
1788;Jundiaí;146;3;5;3;Não;Sim;1400;9000;0;115;Apartamento;Rami;Disponível;;;;;
1789;Jundiaí;110;3;2;1;Sim;Não;1000;5500;25;70;Casa;Casa Branca;Disponível;;;;;
1790;Jundiaí;80;1;2;1;Sim;Sim;1000;4000;109;51;Casa;Santa Gertrudes;Locado;;;;;
1791;Jundiaí;280;3;4;4;Sim;Não;5000;15000;1500;191;Apartamento;Maringá;Disponível;;;;;
1792;Jundiaí;180;4;3;2;Sim;Não;2650;5500;667;70;Apartamento;Nova Odessa;Disponível;;;;;
1793;Jundiaí;20;1;1;0;Não;Sim;150;3142;67;40;Casa;Fazenda Grande;Disponível;;;;;
1794;Jundiaí;70;3;1;1;Sim;Não;1000;2500;0;32;Casa;Caxambu;Locado;;;;;
1795;Jundiaí;54;1;1;1;Não;Não;1484;4130;250;53;Casa;Casa Branca;Locado;;;;;
1796;Jundiaí;469;4;5;4;Sim;Não;5706;15000;2260;191;Casa;Samambaia;Locado;;;;;
1797;Jundiaí;240;3;4;4;Sim;Não;2800;7000;0;89;Casa;Vila Militar;Locado;;;;;
1798;Jundiaí;141;3;2;2;Sim;Não;2200;6900;450;88;Casa;Horto Florestal;Disponível;;;;;
1799;Jundiaí;70;2;1;0;Sim;Não;0;1600;0;21;Apartamento;Cecap;Disponível;;;;;
1800;Jundiaí;58;1;2;1;Sim;Sim;920;5800;200;74;Casa;Alvorada;Locado;;;;;
1801;Jundiaí;160;3;2;2;Sim;Não;1700;3599;490;46;Casa;Distrito Industrial;Locado;;;;;
1802;Jundiaí;348;3;3;3;Sim;Não;0;6000;350;91;Apartamento;Casa Branca;Disponível;;;;;
1803;Jundiaí;68;2;1;1;Sim;Não;1064;1200;0;16;Casa;Cerâmica Ibetel;Locado;;;;;
1804;Jundiaí;58;2;2;2;Não;Sim;347;3500;0;45;Casa;Distrito Industrial;Disponível;;;;;
1805;Jundiaí;138;2;3;2;Sim;Sim;2082;2180;606;28;Apartamento;Cerâmica Ibetel;Locado;;;;;
1806;Jundiaí;55;1;1;1;Não;Não;696;2200;148;28;Casa;Vila Militar;Locado;;;;;
1807;Jundiaí;170;3;2;2;Sim;Não;0;2300;98;35;Casa;Anhangabaú;Disponível;;;;;
1808;Jundiaí;400;3;7;4;Sim;Não;3000;20000;84;254;Casa;Medeiros;Locado;;;;;
1809;Jundiaí;188;5;4;0;Sim;Não;0;4000;178;61;Apartamento;Hortolândia;Disponível;;;;;
1810;Jundiaí;240;3;4;2;Sim;Não;1;8200;625;124;Apartamento;Medeiros;Disponível;;;;;
1811;Jundiaí;23;1;1;0;Sim;Não;392;2100;41;27;Apartamento;Marco Leite;Disponível;;;;;
1812;Jundiaí;48;1;2;1;Sim;Sim;750;3857;0;13;Casa;Parque Residencial Eloy Chaves;Disponível;;;;;
1813;Jundiaí;380;3;5;4;Sim;Não;0;3800;459;58;Casa;Jundiaí Mirim;Locado;;;;;
1814;Jundiaí;58;2;2;1;Não;Sim;928;4000;256;51;Casa;Cerâmica Ibetel;Disponível;;;;;
1815;Jundiaí;200;2;1;1;Sim;Não;0;2450;200;37;Casa;Parque Centenário;Disponível;;;;;
1816;Jundiaí;70;2;1;1;Sim;Sim;2065;3300;211;42;Apartamento;Novo Horizonte;Disponível;;;;;
1817;Jundiaí;126;2;2;1;Sim;Não;0;2500;0;38;Casa;Santa Gertrudes;Disponível;;;;;
1818;Jundiaí;218;3;4;2;Não;Não;1800;7800;334;99;Casa;Medeiros;Locado;;;;;
1819;Jundiaí;190;4;4;2;Sim;Não;900;3200;192;15;Casa;Gramadão;Locado;;;;;
1820;Jundiaí;64;1;2;1;Não;Não;930;1540;68;20;Apartamento;Marco Leite;Locado;;;;;
1821;Jundiaí;420;4;4;4;Sim;Não;6000;12000;2000;153;Casa;Jardim Ermida;Locado;;;;;
1822;Jundiaí;42;1;1;0;Sim;Sim;345;1800;0;23;Apartamento;Parque Do Colégio;Locado;;;;;
1823;Jundiaí;284;4;3;4;Sim;Sim;1500;6000;405;91;Casa;Caxambu;Disponível;;;;;
1824;Jundiaí;108;3;2;2;Sim;Não;980;2200;195;28;Casa;Nambi;Disponível;;;;;
1825;Jundiaí;95;2;1;1;Sim;Não;0;2900;0;44;Casa;Novo Horizonte;Disponível;;;;;
1826;Jundiaí;217;2;3;3;Sim;Sim;2500;6000;1000;77;Apartamento;Horto Florestal;Disponível;;;;;
1827;Jundiaí;190;3;3;2;Não;Não;2800;9000;888;115;Casa;Medeiros;Disponível;;;;;
1828;Jundiaí;150;2;2;1;Sim;Não;0;1060;167;16;Apartamento;Parque Residencial Eloy Chaves;Locado;;;;;
1829;Jundiaí;75;1;2;0;Sim;Não;260;2100;0;27;Casa;Aeroporto;Disponível;;;;;
1830;Jundiaí;40;1;1;0;Não;Não;0;780;17;12;Apartamento;Colônia;Locado;;;;;
1831;Jundiaí;110;2;1;1;Sim;Não;1200;3000;137;39;Apartamento;Rami;Disponível;;;;;
1832;Jundiaí;139;4;5;2;Não;Não;1500;10000;584;127;Casa;Torres São José;Disponível;;;;;
1833;Jundiaí;30;1;1;0;Sim;Sim;350;3400;0;44;Apartamento;Parque Residencial Eloy Chaves;Disponível;;;;;
1834;Jundiaí;58;2;1;1;Sim;Não;397;1800;0;23;Casa;Maringá;Disponível;;;;;
1835;Jundiaí;150;3;4;2;Sim;Não;125;2750;159;42;Apartamento;Parque Do Colégio;Disponível;;;;;
1836;Jundiaí;131;4;4;3;Não;Sim;2100;6000;798;77;Casa;Pinheirinhos/Represa;Disponível;;;;;
1837;Jundiaí;18;1;1;0;Sim;Não;0;1720;0;22;Casa;Tamoio;Disponível;;;;;
1838;Jundiaí;80;2;1;1;Sim;Não;400;1500;0;20;Casa;Jardim Ermida Ii;Locado;;;;;
1839;Jundiaí;144;3;4;3;Sim;Sim;856;7200;589;92;Casa;Parque Do Colégio;Disponível;;;;;
1840;Jundiaí;85;2;1;0;Sim;Não;510;1617;67;21;Casa;Parque Do Colégio;Disponível;;;;;
1841;Jundiaí;76;2;2;1;Sim;Não;900;3410;272;44;Apartamento;Retiro;Disponível;;;;;
1842;Jundiaí;370;5;3;4;Sim;Não;0;8500;492;128;Casa;Rami;Locado;;;;;
1843;Jundiaí;100;2;1;0;Sim;Não;550;900;61;12;Apartamento;Nambi;Locado;;;;;
1844;Jundiaí;260;3;5;0;Sim;Não;0;9000;634;136;Casa;Marco Leite;Locado;;;;;
1845;Jundiaí;220;3;4;2;Sim;Não;400;15000;834;226;Apartamento;Gramadão;Disponível;;;;;
1846;Jundiaí;273;3;3;1;Sim;Não;1880;5000;778;64;Apartamento;Fazenda Grande;Locado;;;;;
1847;Jundiaí;107;3;2;1;Não;Não;1040;5800;386;74;Casa;Jardim Ermida Ii;Disponível;;;;;
1848;Jundiaí;34;2;1;0;Sim;Não;300;2200;15;28;Casa;Pacaembu;Locado;;;;;
1849;Jundiaí;80;2;1;0;Sim;Sim;0;4892;0;74;Casa;Centro;Locado;;;;;
1850;Jundiaí;550;4;5;0;Sim;Não;2700;8800;0;112;Casa;Tulipas;Disponível;;;;;
1851;Jundiaí;60;3;3;2;Sim;Não;0;2700;273;41;Apartamento;Vila Rio Branco;Locado;;;;;
1852;Jundiaí;45;2;1;1;Sim;Não;545;1850;104;24;Apartamento;Anhangabaú;Locado;;;;;
1853;Jundiaí;170;4;2;3;Sim;Não;0;2550;0;39;Casa;Retiro;Locado;;;;;
1854;Jundiaí;200;3;4;3;Sim;Sim;2350;6200;1084;79;Apartamento;Vila Arens / Vila Progresso;Disponível;;;;;
1855;Jundiaí;70;2;1;1;Não;Sim;350;2250;78;29;Casa;Pacaembu;Disponível;;;;;
1856;Jundiaí;77;2;2;1;Sim;Não;998;1950;213;25;Casa;Fazenda Grande;Locado;;;;;
1857;Jundiaí;270;4;4;4;Sim;Sim;2800;15000;100;191;Casa;Centro;Locado;;;;;
1858;Jundiaí;339;4;5;4;Sim;Sim;2800;15000;1440;191;Apartamento;Distrito Industrial;Locado;;;;;
1859;Jundiaí;50;1;1;0;Sim;Não;0;1100;0;17;Apartamento;Novo Horizonte;Locado;;;;;
1860;Jundiaí;104;2;2;0;Sim;Sim;756;2200;0;28;Casa;Ponte São João;Locado;;;;;
1861;Jundiaí;68;2;2;1;Não;Sim;710;6700;225;85;Apartamento;Jardim Ermida Ii;Locado;;;;;
1862;Jundiaí;240;4;4;3;Sim;Não;8000;2000;2000;26;Casa;Tulipas;Disponível;;;;;
1863;Jundiaí;45;1;1;1;Não;Sim;2200;2300;167;30;Casa;Pinheirinhos/Represa;Disponível;;;;;
1864;Jundiaí;189;4;3;3;Sim;Não;3434;4500;1334;58;Apartamento;Pacaembu;Disponível;;;;;
1865;Jundiaí;43;1;1;0;Sim;Não;219;1472;42;6;Apartamento;Currupira;Locado;;;;;
1866;Jundiaí;35;1;1;1;Sim;Não;0;1010;30;13;Apartamento;Moisés;Locado;;;;;
1867;Jundiaí;200;3;3;2;Sim;Não;0;8000;292;121;Casa;Pacaembu;Locado;;;;;
1868;Jundiaí;250;3;5;8;Sim;Sim;0;6000;7;91;Apartamento;Pinheirinhos/Represa;Locado;;;;;
1869;Jundiaí;400;4;6;3;Sim;Não;0;7225;163;109;Casa;Parque Do Colégio;Disponível;;;;;
1870;Jundiaí;45;1;1;1;Não;Sim;3000;5520;0;70;Casa;Torres São José;Disponível;;;;;
1871;Jundiaí;22;1;1;1;Sim;Não;471;2200;55;28;Casa;Medeiros;Disponível;;;;;
1872;Jundiaí;180;3;3;2;Sim;Não;2100;8000;413;102;Casa;Novo Horizonte;Disponível;;;;;
1873;Jundiaí;486;4;6;5;Não;Não;4614;4861;3772;62;Casa;Vila Rio Branco;Disponível;;;;;
1874;Jundiaí;72;3;2;2;Sim;Não;720;2312;0;8;Casa;Medeiros;Locado;;;;;
1875;Jundiaí;830;2;2;2;Sim;Não;0;2001;159;31;Casa;Parque Do Colégio;Locado;;;;;
1876;Jundiaí;52;1;1;1;Sim;Sim;410;4667;64;60;Casa;Nova Odessa;Disponível;;;;;
1877;Jundiaí;90;1;1;0;Não;Não;300;2066;0;27;Casa;Nova Odessa;Disponível;;;;;
1878;Jundiaí;165;3;2;1;Sim;Não;1100;1800;294;23;Casa;Maringá;Locado;;;;;
1879;Jundiaí;71;2;2;1;Sim;Não;730;1250;35;16;Apartamento;Vila Militar;Locado;;;;;
1880;Jundiaí;65;2;2;2;Sim;Não;717;2000;0;26;Apartamento;Vila Rio Branco;Disponível;;;;;
1881;Jundiaí;260;3;5;5;Sim;Não;1700;7600;584;115;Casa;Novo Horizonte;Disponível;;;;;
1882;Jundiaí;140;2;1;0;Sim;Não;1300;4500;0;58;Casa;Rami;Disponível;;;;;
1883;Jundiaí;200;3;2;3;Sim;Sim;3000;8000;667;102;Casa;Vianelo / Bonfiglioli;Disponível;;;;;
1884;Jundiaí;204;3;2;2;Sim;Não;3550;7000;764;89;Apartamento;Ponte São João;Disponível;;;;;
1885;Jundiaí;96;3;1;2;Sim;Não;600;1847;15;24;Casa;Fazenda Grande;Locado;;;;;
1886;Jundiaí;136;3;4;3;Não;Não;1546;3500;350;45;Apartamento;Aeroporto;Locado;;;;;
1887;Jundiaí;156;3;2;1;Sim;Não;0;6400;59;97;Casa;Maringá;Locado;;;;;
1888;Jundiaí;98;1;1;1;Sim;Não;730;2800;152;36;Casa;Moisés;Locado;;;;;
1889;Jundiaí;150;3;3;3;Sim;Não;100;4600;234;70;Casa;Gramadão;Disponível;;;;;
1890;Jundiaí;200;3;3;5;Sim;Não;0;14000;834;211;Casa;Jundiaí Mirim;Disponível;;;;;
1891;Jundiaí;31;2;1;0;Sim;Não;0;1040;0;14;Apartamento;Vila Rio Branco;Disponível;;;;;
1892;Jundiaí;136;3;2;2;Sim;Sim;1259;15000;374;191;Apartamento;Centro;Disponível;;;;;
1893;Jundiaí;440;4;4;4;Sim;Sim;4985;10200;2849;130;Casa;Cerâmica Ibetel;Disponível;;;;;
1894;Jundiaí;110;3;3;1;Não;Não;1000;3000;84;39;Casa;Alvorada;Locado;;;;;
1895;Jundiaí;347;5;5;4;Sim;Não;0;7000;500;106;Apartamento;Vianelo / Bonfiglioli;Disponível;;;;;
1896;Jundiaí;98;3;2;1;Sim;Sim;1520;2400;0;31;Apartamento;Distrito Industrial;Locado;;;;;
1897;Jundiaí;600;3;3;3;Sim;Não;6826;15000;2860;191;Casa;Rami;Locado;;;;;
1898;Jundiaí;53;2;2;1;Não;Sim;579;3000;89;39;Casa;Malota;Disponível;;;;;
1899;Jundiaí;58;1;2;2;Sim;Não;630;1450;67;19;Apartamento;Distrito Industrial;Disponível;;;;;
1900;Jundiaí;162;2;2;3;Sim;Sim;1500;15000;609;191;Apartamento;Anhangabaú;Locado;;;;;
1901;Jundiaí;50;1;1;1;Não;Sim;781;5300;212;68;Apartamento;Alvorada;Locado;;;;;
1902;Jundiaí;230;5;3;2;Sim;Sim;0;3491;291;53;Casa;Rami;Disponível;;;;;
1903;Jundiaí;93;3;4;2;Sim;Sim;1000;2800;257;36;Casa;Hortolândia;Locado;;;;;
1904;Jundiaí;93;1;3;1;Não;Não;1040;3500;33;45;Apartamento;Vila Municipal;Locado;;;;;
1905;Jundiaí;20;1;1;0;Sim;Sim;602;1800;130;23;Apartamento;Jardim Ermida;Locado;;;;;
1906;Jundiaí;150;3;2;0;Sim;Não;0;2500;150;38;Casa;Hortolândia;Disponível;;;;;
1907;Jundiaí;182;3;5;3;Sim;Não;3600;4900;875;63;Casa;Currupira;Disponível;;;;;
1908;Jundiaí;48;1;1;1;Sim;Não;625;1797;0;18;Casa;Retiro;Disponível;;;;;
1909;Jundiaí;98;3;2;2;Sim;Não;900;4500;0;58;Casa;Tulipas;Disponível;;;;;
1910;Jundiaí;197;3;4;1;Sim;Não;2665;4500;459;58;Casa;Horto Florestal;Locado;;;;;
1911;Jundiaí;114;4;4;2;Sim;Não;1115;2790;321;36;Casa;Colônia;Locado;;;;;
1912;Jundiaí;70;2;1;0;Sim;Não;300;1300;53;17;Casa;Moisés;Disponível;;;;;
1913;Jundiaí;240;5;2;3;Não;Não;0;6500;290;98;Apartamento;Fazenda Grande;Locado;;;;;
1914;Jundiaí;55;1;1;0;Sim;Não;0;1100;0;8;Casa;Medeiros;Locado;;;;;
1915;Jundiaí;90;3;3;1;Sim;Não;0;2600;11;40;Casa;Tulipas;Disponível;;;;;
1916;Jundiaí;106;3;2;1;Sim;Sim;1030;10000;145;127;Apartamento;Casa Branca;Disponível;;;;;
1917;Jundiaí;250;3;4;2;Não;Não;2400;7000;42;89;Apartamento;Parque Do Colégio;Locado;;;;;
1918;Jundiaí;168;3;2;4;Não;Não;600;3500;317;53;Casa;Vale Azul;Locado;;;;;
1919;Jundiaí;150;3;2;1;Sim;Não;1172;4800;0;61;Apartamento;Vila Rio Branco;Disponível;;;;;
1920;Jundiaí;350;3;3;3;Não;Não;0;10000;1292;151;Casa;Distrito Industrial;Disponível;;;;;
1921;Jundiaí;23;1;1;1;Sim;Sim;600;2800;99;36;Apartamento;Parque Do Colégio;Disponível;;;;;
1922;Jundiaí;290;4;4;2;Sim;Sim;3200;7800;584;99;Casa;Samambaia;Disponível;;;;;
1923;Jundiaí;160;4;3;0;Sim;Sim;1172;2300;59;30;Casa;Parque Do Colégio;Disponível;;;;;
1924;Jundiaí;12;1;1;0;Não;Não;0;1050;50;14;Apartamento;Colônia;Disponível;;;;;
1925;Jundiaí;280;3;4;2;Sim;Sim;8000;8000;667;121;Casa;Jardim Ermida Ii;Disponível;;;;;
1926;Jundiaí;107;3;3;2;Sim;Não;1600;4500;417;58;Casa;Colônia;Disponível;;;;;
1927;Jundiaí;25;1;1;0;Não;Sim;0;1750;0;23;Apartamento;Moisés;Locado;;;;;
1928;Jundiaí;37;1;1;0;Sim;Não;0;1400;0;18;Apartamento;Alvorada;Locado;;;;;
1929;Jundiaí;157;4;3;2;Sim;Não;0;6608;492;100;Apartamento;Samambaia;Locado;;;;;
1930;Jundiaí;71;2;3;2;Não;Não;500;3700;50;47;Apartamento;Medeiros;Disponível;;;;;
1931;Jundiaí;130;4;3;2;Sim;Não;1180;2500;334;32;Casa;Caxambu;Locado;;;;;
1932;Jundiaí;300;3;4;7;Não;Não;0;4340;550;66;Apartamento;Retiro;Disponível;;;;;
1933;Jundiaí;525;5;4;4;Sim;Não;0;8330;2167;126;Casa;Maringá;Disponível;;;;;
1934;Jundiaí;94;3;3;2;Sim;Não;750;2433;0;31;Casa;Nambi;Locado;;;;;
1935;Jundiaí;240;4;2;6;Não;Sim;0;4675;381;71;Casa;Pacaembu;Locado;;;;;
1936;Jundiaí;400;3;3;4;Sim;Não;0;3790;160;57;Apartamento;Parque Residencial Eloy Chaves;Disponível;;;;;
1937;Jundiaí;228;3;4;3;Sim;Sim;3500;14000;1000;178;Casa;Moisés;Disponível;;;;;
1938;Jundiaí;395;4;4;3;Sim;Sim;2137;15000;834;191;Apartamento;Cerâmica Ibetel;Disponível;;;;;
1939;Jundiaí;227;4;4;3;Sim;Não;4000;9000;1417;115;Casa;Jardim Ermida Ii;Locado;;;;;
1940;Jundiaí;685;4;3;5;Sim;Não;3960;13000;3120;165;Casa;Vila Municipal;Locado;;;;;
1941;Jundiaí;297;4;6;2;Sim;Não;2800;2800;433;36;Apartamento;Medeiros;Disponível;;;;;
1942;Jundiaí;145;3;3;1;Sim;Não;1225;5800;375;74;Casa;Retiro;Locado;;;;;
1943;Jundiaí;180;3;4;4;Sim;Não;0;3230;250;49;Casa;Vila Militar;Disponível;;;;;
1944;Jundiaí;269;4;5;0;Sim;Não;3000;5100;963;65;Apartamento;Novo Horizonte;Locado;;;;;
1945;Jundiaí;270;3;3;3;Sim;Não;2800;13000;959;165;Apartamento;Malota;Disponível;;;;;
1946;Jundiaí;390;3;4;4;Não;Não;2710;9000;2682;115;Casa;Cerâmica Ibetel;Locado;;;;;
1947;Jundiaí;200;2;5;2;Não;Sim;2448;15000;937;191;Casa;Aeroporto;Disponível;;;;;
1948;Jundiaí;330;5;4;2;Sim;Sim;0;7650;720;115;Apartamento;Malota;Locado;;;;;
1949;Jundiaí;66;1;1;1;Não;Não;2077;1600;349;21;Apartamento;Vila Rio Branco;Disponível;;;;;
1950;Jundiaí;290;5;3;3;Sim;Não;3800;4100;1435;52;Apartamento;Nova Odessa;Disponível;;;;;
1951;Jundiaí;45;1;1;0;Não;Não;700;1500;0;20;Apartamento;Malota;Disponível;;;;;
1952;Jundiaí;98;2;2;0;Não;Sim;890;4500;34;58;Casa;Agapeama;Locado;;;;;
1953;Jundiaí;160;2;1;0;Não;Não;1200;2400;0;31;Casa;Samambaia;Disponível;;;;;
1954;Jundiaí;80;2;1;1;Não;Não;937;2900;84;37;Apartamento;Vila Rio Branco;Locado;;;;;
1955;Jundiaí;160;2;3;2;Não;Sim;2200;12000;605;153;Casa;Hortolândia;Disponível;;;;;
1956;Jundiaí;118;3;2;2;Sim;Não;1520;8950;402;114;Casa;Rami;Disponível;;;;;
1957;Jundiaí;230;4;3;2;Sim;Não;2300;12200;542;155;Casa;Parque Centenário;Locado;;;;;
1958;Jundiaí;650;4;6;4;Sim;Não;760;13000;1042;196;Casa;Parque Residencial Eloy Chaves;Disponível;;;;;
1959;Jundiaí;147;3;3;3;Sim;Sim;2000;12000;1000;153;Casa;Colônia;Disponível;;;;;
1960;Jundiaí;138;3;1;0;Sim;Não;0;3500;445;53;Casa;Jundiaí Mirim;Disponível;;;;;
1961;Jundiaí;102;2;2;2;Sim;Não;0;3500;248;53;Apartamento;Fazenda Grande;Disponível;;;;;
1962;Jundiaí;57;2;1;1;Sim;Sim;393;1850;72;24;Casa;Hortolândia;Disponível;;;;;
1963;Jundiaí;36;1;1;1;Sim;Sim;750;3328;125;14;Apartamento;Anhangabaú;Disponível;;;;;
1964;Jundiaí;248;3;4;4;Sim;Não;3163;14000;966;178;Apartamento;Fazenda Grande;Disponível;;;;;
1965;Jundiaí;190;4;2;3;Sim;Não;0;8000;525;121;Apartamento;Marco Leite;Disponível;;;;;
1966;Jundiaí;60;2;1;1;Sim;Não;200;1299;84;17;Casa;Jardim Ermida;Disponível;;;;;
1967;Jundiaí;309;4;7;8;Sim;Não;0;10000;1167;151;Apartamento;Distrito Industrial;Locado;;;;;
1968;Jundiaí;884;5;7;6;Sim;Não;9000;12750;5917;162;Casa;Jardim Ermida Ii;Disponível;;;;;
1969;Jundiaí;40;1;1;0;Sim;Não;420;500;17;7;Casa;Jardim Ermida Ii;Locado;;;;;
1970;Jundiaí;80;2;2;1;Sim;Sim;0;1600;25;25;Apartamento;Novo Horizonte;Locado;;;;;
1971;Jundiaí;200;4;5;4;Sim;Não;2607;10000;1150;127;Casa;Fazenda Grande;Disponível;;;;;
1972;Jundiaí;60;1;1;1;Sim;Não;0;1500;100;23;Apartamento;Moisés;Locado;;;;;
1973;Jundiaí;180;2;3;2;Sim;Não;0;3150;301;48;Casa;Centro;Locado;;;;;
