ID,Cidade,Area,Quartos,Banheiros,Vagas garagem,Aceita Animais,Mobilhado,Valor condomínio,Valor do Aluguel,IPTU,Seguro,Tipo Imóvel,Bairro,Estado,Custo_Mensal,Preco_m2,Categoria_Preco
1845,Jundiaí,220,3,4,2,Sim,Não,400.0,15000.0,834.0,226.0,Apartamento,Gramadão,Disponível,16460.0,68.18181818181819,4. Luxo/Premium (Q4)
1846,Jundiaí,273,3,3,1,Sim,Não,1880.0,5000.0,778.0,64.0,Apartamento,Fazenda Grande,Locado,7722.0,18.315018315018314,3. Alto Padrão (Q3)
1847,Jundiaí,107,3,2,1,Não,Não,1040.0,5800.0,386.0,74.0,Casa,Jardim Ermida Ii,Disponível,7300.0,54.205607476635514,3. Alto Padrão (Q3)
1848,Jundiaí,34,2,1,0,Sim,Não,300.0,2200.0,15.0,28.0,Casa,Pacaembu,Locado,2543.0,64.70588235294117,2. Médio Padrão (Q2)
1849,Jundiaí,80,2,1,0,Sim,Sim,0.0,4892.0,0.0,74.0,Casa,Centro,Locado,4966.0,61.15,3. Alto Padrão (Q3)
1850,Jundiaí,550,4,5,0,Sim,Não,2700.0,8800.0,0.0,112.0,Casa,Tulipas,Disponível,11612.0,16.0,4. Luxo/Premium (Q4)
1851,Jundiaí,60,3,3,2,Sim,Não,0.0,2700.0,273.0,41.0,Apartamento,Vila Rio Branco,Locado,3014.0,45.0,2. Médio Padrão (Q2)
1852,Jundiaí,45,2,1,1,Sim,Não,545.0,1850.0,104.0,24.0,Apartamento,Anhangabaú,Locado,2523.0,41.111111111111114,2. Médio Padrão (Q2)
1853,Jundiaí,170,4,2,3,Sim,Não,0.0,2550.0,0.0,39.0,Casa,Retiro,Locado,2589.0,15.0,2. Médio Padrão (Q2)
1854,Jundiaí,200,3,4,3,Sim,Sim,2350.0,6200.0,1084.0,79.0,Apartamento,Vila Arens / Vila Progresso,Disponível,9713.0,31.0,4. Luxo/Premium (Q4)
1855,Jundiaí,70,2,1,1,Não,Sim,350.0,2250.0,78.0,29.0,Casa,Pacaembu,Disponível,2707.0,32.142857142857146,2. Médio Padrão (Q2)
1856,Jundiaí,77,2,2,1,Sim,Não,998.0,1950.0,213.0,25.0,Casa,Fazenda Grande,Locado,3186.0,25.324675324675326,2. Médio Padrão (Q2)
1857,Jundiaí,270,4,4,4,Sim,Sim,2800.0,15000.0,100.0,191.0,Casa,Centro,Locado,18091.0,55.55555555555556,4. Luxo/Premium (Q4)
1858,Jundiaí,339,4,5,4,Sim,Sim,2800.0,15000.0,1440.0,191.0,Apartamento,Distrito Industrial,Locado,19431.0,44.24778761061947,4. Luxo/Premium (Q4)
1859,Jundiaí,50,1,1,0,Sim,Não,0.0,1100.0,0.0,17.0,Apartamento,Novo Horizonte,Locado,1117.0,22.0,1. Econômico (Q1)
1860,Jundiaí,104,2,2,0,Sim,Sim,756.0,2200.0,0.0,28.0,Casa,Ponte São João,Locado,2984.0,21.153846153846153,2. Médio Padrão (Q2)
1861,Jundiaí,68,2,2,1,Não,Sim,710.0,6700.0,225.0,85.0,Apartamento,Jardim Ermida Ii,Locado,7720.0,98.52941176470588,4. Luxo/Premium (Q4)
1862,Jundiaí,240,4,4,3,Sim,Não,8000.0,2000.0,2000.0,26.0,Casa,Tulipas,Disponível,12026.0,8.333333333333334,2. Médio Padrão (Q2)
1863,Jundiaí,45,1,1,1,Não,Sim,2200.0,2300.0,167.0,30.0,Casa,Pinheirinhos/Represa,Disponível,4697.0,51.111111111111114,2. Médio Padrão (Q2)
1864,Jundiaí,189,4,3,3,Sim,Não,3434.0,4500.0,1334.0,58.0,Apartamento,Pacaembu,Disponível,9326.0,23.80952380952381,3. Alto Padrão (Q3)
1865,Jundiaí,43,1,1,0,Sim,Não,219.0,1472.0,42.0,6.0,Apartamento,Currupira,Locado,1739.0,34.23255813953488,1. Econômico (Q1)
1866,Jundiaí,35,1,1,1,Sim,Não,0.0,1010.0,30.0,13.0,Apartamento,Moisés,Locado,1053.0,28.857142857142858,1. Econômico (Q1)
1867,Jundiaí,200,3,3,2,Sim,Não,0.0,8000.0,292.0,121.0,Casa,Pacaembu,Locado,8413.0,40.0,4. Luxo/Premium (Q4)
1868,Jundiaí,250,3,5,8,Sim,Sim,0.0,6000.0,7.0,91.0,Apartamento,Pinheirinhos/Represa,Locado,6098.0,24.0,4. Luxo/Premium (Q4)
1869,Jundiaí,400,4,6,3,Sim,Não,0.0,7225.0,163.0,109.0,Casa,Parque Do Colégio,Disponível,7497.0,18.0625,4. Luxo/Premium (Q4)
1870,Jundiaí,45,1,1,1,Não,Sim,3000.0,5520.0,0.0,70.0,Casa,Torres São José,Disponível,8590.0,122.66666666666667,3. Alto Padrão (Q3)
1871,Jundiaí,22,1,1,1,Sim,Não,471.0,2200.0,55.0,28.0,Casa,Medeiros,Disponível,2754.0,100.0,2. Médio Padrão (Q2)
1872,Jundiaí,180,3,3,2,Sim,Não,2100.0,8000.0,413.0,102.0,Casa,Novo Horizonte,Disponível,10615.0,44.44444444444444,4. Luxo/Premium (Q4)
1873,Jundiaí,486,4,6,5,Não,Não,4614.0,4861.0,3772.0,62.0,Casa,Vila Rio Branco,Disponível,13309.0,10.002057613168724,3. Alto Padrão (Q3)
1874,Jundiaí,72,3,2,2,Sim,Não,720.0,2312.0,0.0,8.0,Casa,Medeiros,Locado,3040.0,32.111111111111114,2. Médio Padrão (Q2)
1875,Jundiaí,830,2,2,2,Sim,Não,0.0,2001.0,159.0,31.0,Casa,Parque Do Colégio,Locado,2191.0,2.410843373493976,2. Médio Padrão (Q2)
1876,Jundiaí,52,1,1,1,Sim,Sim,410.0,4667.0,64.0,60.0,Casa,Nova Odessa,Disponível,5201.0,89.75,3. Alto Padrão (Q3)
1877,Jundiaí,90,1,1,0,Não,Não,300.0,2066.0,0.0,27.0,Casa,Nova Odessa,Disponível,2393.0,22.955555555555556,2. Médio Padrão (Q2)
1878,Jundiaí,165,3,2,1,Sim,Não,1100.0,1800.0,294.0,23.0,Casa,Maringá,Locado,3217.0,10.909090909090908,1. Econômico (Q1)
1879,Jundiaí,71,2,2,1,Sim,Não,730.0,1250.0,35.0,16.0,Apartamento,Vila Militar,Locado,2031.0,17.6056338028169,1. Econômico (Q1)
1880,Jundiaí,65,2,2,2,Sim,Não,717.0,2000.0,0.0,26.0,Apartamento,Vila Rio Branco,Disponível,2743.0,30.76923076923077,2. Médio Padrão (Q2)
1881,Jundiaí,260,3,5,5,Sim,Não,1700.0,7600.0,584.0,115.0,Casa,Novo Horizonte,Disponível,9999.0,29.23076923076923,4. Luxo/Premium (Q4)
1882,Jundiaí,140,2,1,0,Sim,Não,1300.0,4500.0,0.0,58.0,Casa,Rami,Disponível,5858.0,32.142857142857146,3. Alto Padrão (Q3)
1883,Jundiaí,200,3,2,3,Sim,Sim,3000.0,8000.0,667.0,102.0,Casa,Vianelo / Bonfiglioli,Disponível,11769.0,40.0,4. Luxo/Premium (Q4)
1884,Jundiaí,204,3,2,2,Sim,Não,3550.0,7000.0,764.0,89.0,Apartamento,Ponte São João,Disponível,11403.0,34.31372549019608,4. Luxo/Premium (Q4)
1885,Jundiaí,96,3,1,2,Sim,Não,600.0,1847.0,15.0,24.0,Casa,Fazenda Grande,Locado,2486.0,19.239583333333332,2. Médio Padrão (Q2)
1886,Jundiaí,136,3,4,3,Não,Não,1546.0,3500.0,350.0,45.0,Apartamento,Aeroporto,Locado,5441.0,25.735294117647058,3. Alto Padrão (Q3)
1887,Jundiaí,156,3,2,1,Sim,Não,0.0,6400.0,59.0,97.0,Casa,Maringá,Locado,6556.0,41.02564102564103,4. Luxo/Premium (Q4)
1888,Jundiaí,98,1,1,1,Sim,Não,730.0,2800.0,152.0,36.0,Casa,Moisés,Locado,3718.0,28.571428571428573,2. Médio Padrão (Q2)
1889,Jundiaí,150,3,3,3,Sim,Não,100.0,4600.0,234.0,70.0,Casa,Gramadão,Disponível,5004.0,30.666666666666668,3. Alto Padrão (Q3)
1890,Jundiaí,200,3,3,5,Sim,Não,0.0,14000.0,834.0,211.0,Casa,Jundiaí Mirim,Disponível,15045.0,70.0,4. Luxo/Premium (Q4)
1891,Jundiaí,31,2,1,0,Sim,Não,0.0,1040.0,0.0,14.0,Apartamento,Vila Rio Branco,Disponível,1054.0,33.54838709677419,1. Econômico (Q1)
1892,Jundiaí,136,3,2,2,Sim,Sim,1259.0,15000.0,374.0,191.0,Apartamento,Centro,Disponível,16824.0,110.29411764705883,4. Luxo/Premium (Q4)
1893,Jundiaí,440,4,4,4,Sim,Sim,4985.0,10200.0,2849.0,130.0,Casa,Cerâmica Ibetel,Disponível,18164.0,23.181818181818183,4. Luxo/Premium (Q4)
1894,Jundiaí,110,3,3,1,Não,Não,1000.0,3000.0,84.0,39.0,Casa,Alvorada,Locado,4123.0,27.272727272727273,2. Médio Padrão (Q2)
1895,Jundiaí,347,5,5,4,Sim,Não,0.0,7000.0,500.0,106.0,Apartamento,Vianelo / Bonfiglioli,Disponível,7606.0,20.172910662824208,4. Luxo/Premium (Q4)
1896,Jundiaí,98,3,2,1,Sim,Sim,1520.0,2400.0,0.0,31.0,Apartamento,Distrito Industrial,Locado,3951.0,24.489795918367346,2. Médio Padrão (Q2)
1897,Jundiaí,600,3,3,3,Sim,Não,6826.0,15000.0,2860.0,191.0,Casa,Rami,Locado,24877.0,25.0,4. Luxo/Premium (Q4)
1898,Jundiaí,53,2,2,1,Não,Sim,579.0,3000.0,89.0,39.0,Casa,Malota,Disponível,3707.0,56.60377358490566,2. Médio Padrão (Q2)
1899,Jundiaí,58,1,2,2,Sim,Não,630.0,1450.0,67.0,19.0,Apartamento,Distrito Industrial,Disponível,2166.0,25.0,1. Econômico (Q1)
1900,Jundiaí,162,2,2,3,Sim,Sim,1500.0,15000.0,609.0,191.0,Apartamento,Anhangabaú,Locado,17300.0,92.5925925925926,4. Luxo/Premium (Q4)
1901,Jundiaí,50,1,1,1,Não,Sim,781.0,5300.0,212.0,68.0,Apartamento,Alvorada,Locado,6361.0,106.0,3. Alto Padrão (Q3)
1902,Jundiaí,230,5,3,2,Sim,Sim,0.0,3491.0,291.0,53.0,Casa,Rami,Disponível,3835.0,15.178260869565218,3. Alto Padrão (Q3)
1903,Jundiaí,93,3,4,2,Sim,Sim,1000.0,2800.0,257.0,36.0,Casa,Hortolândia,Locado,4093.0,30.107526881720432,2. Médio Padrão (Q2)
1904,Jundiaí,93,1,3,1,Não,Não,1040.0,3500.0,33.0,45.0,Apartamento,Vila Municipal,Locado,4618.0,37.634408602150536,3. Alto Padrão (Q3)
1905,Jundiaí,20,1,1,0,Sim,Sim,602.0,1800.0,130.0,23.0,Apartamento,Jardim Ermida,Locado,2555.0,90.0,1. Econômico (Q1)
1906,Jundiaí,150,3,2,0,Sim,Não,0.0,2500.0,150.0,38.0,Casa,Hortolândia,Disponível,2688.0,16.666666666666668,2. Médio Padrão (Q2)
1907,Jundiaí,182,3,5,3,Sim,Não,3600.0,4900.0,875.0,63.0,Casa,Currupira,Disponível,9438.0,26.923076923076923,3. Alto Padrão (Q3)
1908,Jundiaí,48,1,1,1,Sim,Não,625.0,1797.0,0.0,18.0,Casa,Retiro,Disponível,2440.0,37.4375,1. Econômico (Q1)
1909,Jundiaí,98,3,2,2,Sim,Não,900.0,4500.0,0.0,58.0,Casa,Tulipas,Disponível,5458.0,45.91836734693877,3. Alto Padrão (Q3)
1910,Jundiaí,197,3,4,1,Sim,Não,2665.0,4500.0,459.0,58.0,Casa,Horto Florestal,Locado,7682.0,22.84263959390863,3. Alto Padrão (Q3)
1911,Jundiaí,114,4,4,2,Sim,Não,1115.0,2790.0,321.0,36.0,Casa,Colônia,Locado,4262.0,24.473684210526315,2. Médio Padrão (Q2)
1912,Jundiaí,70,2,1,0,Sim,Não,300.0,1300.0,53.0,17.0,Casa,Moisés,Disponível,1670.0,18.571428571428573,1. Econômico (Q1)
1913,Jundiaí,240,5,2,3,Não,Não,0.0,6500.0,290.0,98.0,Apartamento,Fazenda Grande,Locado,6888.0,27.083333333333332,4. Luxo/Premium (Q4)
1914,Jundiaí,55,1,1,0,Sim,Não,0.0,1100.0,0.0,8.0,Casa,Medeiros,Locado,1108.0,20.0,1. Econômico (Q1)
1915,Jundiaí,90,3,3,1,Sim,Não,0.0,2600.0,11.0,40.0,Casa,Tulipas,Disponível,2651.0,28.88888888888889,2. Médio Padrão (Q2)
1916,Jundiaí,106,3,2,1,Sim,Sim,1030.0,10000.0,145.0,127.0,Apartamento,Casa Branca,Disponível,11302.0,94.33962264150944,4. Luxo/Premium (Q4)
1917,Jundiaí,250,3,4,2,Não,Não,2400.0,7000.0,42.0,89.0,Apartamento,Parque Do Colégio,Locado,9531.0,28.0,4. Luxo/Premium (Q4)
1918,Jundiaí,168,3,2,4,Não,Não,600.0,3500.0,317.0,53.0,Casa,Vale Azul,Locado,4470.0,20.833333333333332,3. Alto Padrão (Q3)
1919,Jundiaí,150,3,2,1,Sim,Não,1172.0,4800.0,0.0,61.0,Apartamento,Vila Rio Branco,Disponível,6033.0,32.0,3. Alto Padrão (Q3)
1920,Jundiaí,350,3,3,3,Não,Não,0.0,10000.0,1292.0,151.0,Casa,Distrito Industrial,Disponível,11443.0,28.571428571428573,4. Luxo/Premium (Q4)
1921,Jundiaí,23,1,1,1,Sim,Sim,600.0,2800.0,99.0,36.0,Apartamento,Parque Do Colégio,Disponível,3535.0,121.73913043478261,2. Médio Padrão (Q2)
1922,Jundiaí,290,4,4,2,Sim,Sim,3200.0,7800.0,584.0,99.0,Casa,Samambaia,Disponível,11683.0,26.896551724137932,4. Luxo/Premium (Q4)
1923,Jundiaí,160,4,3,0,Sim,Sim,1172.0,2300.0,59.0,30.0,Casa,Parque Do Colégio,Disponível,3561.0,14.375,2. Médio Padrão (Q2)
1924,Jundiaí,12,1,1,0,Não,Não,0.0,1050.0,50.0,14.0,Apartamento,Colônia,Disponível,1114.0,87.5,1. Econômico (Q1)
1925,Jundiaí,280,3,4,2,Sim,Sim,8000.0,8000.0,667.0,121.0,Casa,Jardim Ermida Ii,Disponível,16788.0,28.571428571428573,4. Luxo/Premium (Q4)
1926,Jundiaí,107,3,3,2,Sim,Não,1600.0,4500.0,417.0,58.0,Casa,Colônia,Disponível,6575.0,42.05607476635514,3. Alto Padrão (Q3)
1927,Jundiaí,25,1,1,0,Não,Sim,0.0,1750.0,0.0,23.0,Apartamento,Moisés,Locado,1773.0,70.0,1. Econômico (Q1)
1928,Jundiaí,37,1,1,0,Sim,Não,0.0,1400.0,0.0,18.0,Apartamento,Alvorada,Locado,1418.0,37.83783783783784,1. Econômico (Q1)
1929,Jundiaí,157,4,3,2,Sim,Não,0.0,6608.0,492.0,100.0,Apartamento,Samambaia,Locado,7200.0,42.089171974522294,4. Luxo/Premium (Q4)
1930,Jundiaí,71,2,3,2,Não,Não,500.0,3700.0,50.0,47.0,Apartamento,Medeiros,Disponível,4297.0,52.11267605633803,3. Alto Padrão (Q3)
1931,Jundiaí,130,4,3,2,Sim,Não,1180.0,2500.0,334.0,32.0,Casa,Caxambu,Locado,4046.0,19.23076923076923,2. Médio Padrão (Q2)
1932,Jundiaí,300,3,4,7,Não,Não,0.0,4340.0,550.0,66.0,Apartamento,Retiro,Disponível,4956.0,14.466666666666667,3. Alto Padrão (Q3)
1933,Jundiaí,525,5,4,4,Sim,Não,0.0,8330.0,2167.0,126.0,Casa,Maringá,Disponível,10623.0,15.866666666666667,4. Luxo/Premium (Q4)
1934,Jundiaí,94,3,3,2,Sim,Não,750.0,2433.0,0.0,31.0,Casa,Nambi,Locado,3214.0,25.882978723404257,2. Médio Padrão (Q2)
1935,Jundiaí,240,4,2,6,Não,Sim,0.0,4675.0,381.0,71.0,Casa,Pacaembu,Locado,5127.0,19.479166666666668,3. Alto Padrão (Q3)
1936,Jundiaí,400,3,3,4,Sim,Não,0.0,3790.0,160.0,57.0,Apartamento,Parque Residencial Eloy Chaves,Disponível,4007.0,9.475,3. Alto Padrão (Q3)
1937,Jundiaí,228,3,4,3,Sim,Sim,3500.0,14000.0,1000.0,178.0,Casa,Moisés,Disponível,18678.0,61.40350877192982,4. Luxo/Premium (Q4)
1938,Jundiaí,395,4,4,3,Sim,Sim,2137.0,15000.0,834.0,191.0,Apartamento,Cerâmica Ibetel,Disponível,18162.0,37.9746835443038,4. Luxo/Premium (Q4)
1939,Jundiaí,227,4,4,3,Sim,Não,4000.0,9000.0,1417.0,115.0,Casa,Jardim Ermida Ii,Locado,14532.0,39.647577092511014,4. Luxo/Premium (Q4)
1940,Jundiaí,685,4,3,5,Sim,Não,3960.0,13000.0,3120.0,165.0,Casa,Vila Municipal,Locado,20245.0,18.978102189781023,4. Luxo/Premium (Q4)
1941,Jundiaí,297,4,6,2,Sim,Não,2800.0,2800.0,433.0,36.0,Apartamento,Medeiros,Disponível,6069.0,9.427609427609427,2. Médio Padrão (Q2)
1942,Jundiaí,145,3,3,1,Sim,Não,1225.0,5800.0,375.0,74.0,Casa,Retiro,Locado,7474.0,40.0,3. Alto Padrão (Q3)
1943,Jundiaí,180,3,4,4,Sim,Não,0.0,3230.0,250.0,49.0,Casa,Vila Militar,Disponível,3529.0,17.944444444444443,3. Alto Padrão (Q3)
1944,Jundiaí,269,4,5,0,Sim,Não,3000.0,5100.0,963.0,65.0,Apartamento,Novo Horizonte,Locado,9128.0,18.95910780669145,3. Alto Padrão (Q3)
1945,Jundiaí,270,3,3,3,Sim,Não,2800.0,13000.0,959.0,165.0,Apartamento,Malota,Disponível,16924.0,48.148148148148145,4. Luxo/Premium (Q4)
1946,Jundiaí,390,3,4,4,Não,Não,2710.0,9000.0,2682.0,115.0,Casa,Cerâmica Ibetel,Locado,14507.0,23.076923076923077,4. Luxo/Premium (Q4)
1947,Jundiaí,200,2,5,2,Não,Sim,2448.0,15000.0,937.0,191.0,Casa,Aeroporto,Disponível,18576.0,75.0,4. Luxo/Premium (Q4)
1948,Jundiaí,330,5,4,2,Sim,Sim,0.0,7650.0,720.0,115.0,Apartamento,Malota,Locado,8485.0,23.181818181818183,4. Luxo/Premium (Q4)
1949,Jundiaí,66,1,1,1,Não,Não,2077.0,1600.0,349.0,21.0,Apartamento,Vila Rio Branco,Disponível,4047.0,24.242424242424242,1. Econômico (Q1)
1950,Jundiaí,290,5,3,3,Sim,Não,3800.0,4100.0,1435.0,52.0,Apartamento,Nova Odessa,Disponível,9387.0,14.137931034482758,3. Alto Padrão (Q3)
1951,Jundiaí,45,1,1,0,Não,Não,700.0,1500.0,0.0,20.0,Apartamento,Malota,Disponível,2220.0,33.333333333333336,1. Econômico (Q1)
1952,Jundiaí,98,2,2,0,Não,Sim,890.0,4500.0,34.0,58.0,Casa,Agapeama,Locado,5482.0,45.91836734693877,3. Alto Padrão (Q3)
1953,Jundiaí,160,2,1,0,Não,Não,1200.0,2400.0,0.0,31.0,Casa,Samambaia,Disponível,3631.0,15.0,2. Médio Padrão (Q2)
1954,Jundiaí,80,2,1,1,Não,Não,937.0,2900.0,84.0,37.0,Apartamento,Vila Rio Branco,Locado,3958.0,36.25,2. Médio Padrão (Q2)
1955,Jundiaí,160,2,3,2,Não,Sim,2200.0,12000.0,605.0,153.0,Casa,Hortolândia,Disponível,14958.0,75.0,4. Luxo/Premium (Q4)
1956,Jundiaí,118,3,2,2,Sim,Não,1520.0,8950.0,402.0,114.0,Casa,Rami,Disponível,10986.0,75.84745762711864,4. Luxo/Premium (Q4)
1957,Jundiaí,230,4,3,2,Sim,Não,2300.0,12200.0,542.0,155.0,Casa,Parque Centenário,Locado,15197.0,53.04347826086956,4. Luxo/Premium (Q4)
1958,Jundiaí,650,4,6,4,Sim,Não,760.0,13000.0,1042.0,196.0,Casa,Parque Residencial Eloy Chaves,Disponível,14998.0,20.0,4. Luxo/Premium (Q4)
1959,Jundiaí,147,3,3,3,Sim,Sim,2000.0,12000.0,1000.0,153.0,Casa,Colônia,Disponível,15153.0,81.63265306122449,4. Luxo/Premium (Q4)
1960,Jundiaí,138,3,1,0,Sim,Não,0.0,3500.0,445.0,53.0,Casa,Jundiaí Mirim,Disponível,3998.0,25.36231884057971,3. Alto Padrão (Q3)
1961,Jundiaí,102,2,2,2,Sim,Não,0.0,3500.0,248.0,53.0,Apartamento,Fazenda Grande,Disponível,3801.0,34.31372549019608,3. Alto Padrão (Q3)
1962,Jundiaí,57,2,1,1,Sim,Sim,393.0,1850.0,72.0,24.0,Casa,Hortolândia,Disponível,2339.0,32.45614035087719,2. Médio Padrão (Q2)
1963,Jundiaí,36,1,1,1,Sim,Sim,750.0,3328.0,125.0,14.0,Apartamento,Anhangabaú,Disponível,4217.0,92.44444444444444,3. Alto Padrão (Q3)
1964,Jundiaí,248,3,4,4,Sim,Não,3163.0,14000.0,966.0,178.0,Apartamento,Fazenda Grande,Disponível,18307.0,56.45161290322581,4. Luxo/Premium (Q4)
1965,Jundiaí,190,4,2,3,Sim,Não,0.0,8000.0,525.0,121.0,Apartamento,Marco Leite,Disponível,8646.0,42.10526315789474,4. Luxo/Premium (Q4)
1966,Jundiaí,60,2,1,1,Sim,Não,200.0,1299.0,84.0,17.0,Casa,Jardim Ermida,Disponível,1600.0,21.65,1. Econômico (Q1)
1967,Jundiaí,309,4,7,8,Sim,Não,0.0,10000.0,1167.0,151.0,Apartamento,Distrito Industrial,Locado,11318.0,32.362459546925564,4. Luxo/Premium (Q4)
1968,Jundiaí,884,5,7,6,Sim,Não,9000.0,12750.0,5917.0,162.0,Casa,Jardim Ermida Ii,Disponível,27829.0,14.423076923076923,4. Luxo/Premium (Q4)
1969,Jundiaí,40,1,1,0,Sim,Não,420.0,500.0,17.0,7.0,Casa,Jardim Ermida Ii,Locado,944.0,12.5,1. Econômico (Q1)
1970,Jundiaí,80,2,2,1,Sim,Sim,0.0,1600.0,25.0,25.0,Apartamento,Novo Horizonte,Locado,1650.0,20.0,1. Econômico (Q1)
1971,Jundiaí,200,4,5,4,Sim,Não,2607.0,10000.0,1150.0,127.0,Casa,Fazenda Grande,Disponível,13884.0,50.0,4. Luxo/Premium (Q4)
1972,Jundiaí,60,1,1,1,Sim,Não,0.0,1500.0,100.0,23.0,Apartamento,Moisés,Locado,1623.0,25.0,1. Econômico (Q1)
1973,Jundiaí,180,2,3,2,Sim,Não,0.0,3150.0,301.0,48.0,Casa,Centro,Locado,3499.0,17.5,3. Alto Padrão (Q3)
1974,Jundiaí,213,4,4,3,Sim,Não,2600.0,6500.0,1157.0,83.0,Casa,Casa Branca,Locado,10340.0,30.516431924882628,4. Luxo/Premium (Q4)
1975,Jundiaí,190,3,2,1,Sim,Não,3040.0,6800.0,56.0,87.0,Casa,Casa Branca,Disponível,9983.0,35.78947368421053,4. Luxo/Premium (Q4)
1976,Jundiaí,205,3,2,4,Sim,Não,0.0,2570.0,57.0,39.0,Apartamento,Caxambu,Locado,2666.0,12.536585365853659,2. Médio Padrão (Q2)
1977,Jundiaí,126,3,4,1,Sim,Não,1980.0,4000.0,309.0,51.0,Casa,Santa Gertrudes,Disponível,6340.0,31.746031746031747,3. Alto Padrão (Q3)
1978,Jundiaí,260,4,4,6,Sim,Sim,2480.0,5500.0,1167.0,70.0,Apartamento,Santa Gertrudes,Locado,9217.0,21.153846153846153,3. Alto Padrão (Q3)
1979,Jundiaí,66,1,1,1,Sim,Sim,900.0,5000.0,62.0,64.0,Casa,Cecap,Locado,6026.0,75.75757575757575,3. Alto Padrão (Q3)
1980,Jundiaí,900,4,9,8,Sim,Não,0.0,15000.0,5700.0,226.0,Casa,Tulipas,Locado,20926.0,16.666666666666668,4. Luxo/Premium (Q4)
1981,Jundiaí,380,4,3,3,Sim,Não,3500.0,5800.0,1600.0,74.0,Apartamento,Jardim Ermida Ii,Disponível,10974.0,15.263157894736842,3. Alto Padrão (Q3)
1982,Jundiaí,146,3,3,2,Sim,Não,1200.0,2000.0,292.0,26.0,Apartamento,Nova Odessa,Disponível,3518.0,13.698630136986301,2. Médio Padrão (Q2)
1983,Jundiaí,53,1,1,1,Sim,Não,494.0,650.0,34.0,9.0,Casa,Engordadouro,Locado,1187.0,12.264150943396226,1. Econômico (Q1)
1984,Jundiaí,326,3,4,5,Sim,Sim,3600.0,15000.0,3000.0,191.0,Casa,Novo Horizonte,Disponível,21791.0,46.012269938650306,4. Luxo/Premium (Q4)
1985,Jundiaí,230,3,2,0,Sim,Não,0.0,2500.0,500.0,32.0,Apartamento,Vila Militar,Disponível,3032.0,10.869565217391305,2. Médio Padrão (Q2)
1986,Jundiaí,123,3,3,2,Não,Sim,1527.0,3400.0,334.0,44.0,Casa,Samambaia,Locado,5305.0,27.642276422764226,3. Alto Padrão (Q3)
1987,Jundiaí,30,1,1,0,Não,Não,545.0,1350.0,39.0,18.0,Apartamento,Vianelo / Bonfiglioli,Locado,1952.0,45.0,1. Econômico (Q1)
1988,Jundiaí,60,2,1,0,Não,Não,0.0,1100.0,50.0,17.0,Casa,Currupira,Disponível,1167.0,18.333333333333332,1. Econômico (Q1)
1989,Jundiaí,200,2,2,1,Sim,Sim,2700.0,9500.0,600.0,121.0,Apartamento,Anhangabaú,Disponível,12921.0,47.5,4. Luxo/Premium (Q4)
1990,Jundiaí,315,3,4,5,Não,Sim,1500.0,15000.0,1000.0,191.0,Apartamento,Nambi,Locado,17691.0,47.61904761904762,4. Luxo/Premium (Q4)
1991,Jundiaí,55,2,1,0,Sim,Não,380.0,1350.0,0.0,18.0,Apartamento,Casa Branca,Disponível,1748.0,24.545454545454547,1. Econômico (Q1)
1992,Jundiaí,70,2,1,0,Sim,Não,0.0,2448.0,159.0,32.0,Casa,Cerâmica Ibetel,Locado,2639.0,34.97142857142857,2. Médio Padrão (Q2)
1993,Jundiaí,49,2,1,1,Sim,Não,273.0,1010.0,0.0,13.0,Casa,Marco Leite,Disponível,1296.0,20.612244897959183,1. Econômico (Q1)
1994,Jundiaí,18,1,1,0,Sim,Não,400.0,1130.0,30.0,15.0,Apartamento,Gramadão,Disponível,1575.0,62.77777777777778,1. Econômico (Q1)
1995,Jundiaí,100,3,3,4,Sim,Não,0.0,2500.0,146.0,38.0,Casa,Retiro,Locado,2684.0,25.0,2. Médio Padrão (Q2)
1996,Jundiaí,61,2,1,0,Sim,Não,715.0,3050.0,0.0,39.0,Casa,Parque Residencial Eloy Chaves,Locado,3804.0,50.0,2. Médio Padrão (Q2)
1997,Jundiaí,79,2,3,2,Sim,Não,768.0,3200.0,268.0,41.0,Apartamento,Cecap,Disponível,4277.0,40.50632911392405,3. Alto Padrão (Q3)
1998,Jundiaí,73,2,2,1,Sim,Não,700.0,1250.0,150.0,16.0,Casa,Vila Militar,Disponível,2116.0,17.123287671232877,1. Econômico (Q1)
1999,Jundiaí,30,1,1,0,Sim,Não,0.0,1550.0,21.0,20.0,Apartamento,Moisés,Locado,1591.0,51.666666666666664,1. Econômico (Q1)
2000,Jundiaí,61,2,1,0,Sim,Não,240.0,1841.0,0.0,24.0,Apartamento,Vila Militar,Locado,2105.0,30.18032786885246,2. Médio Padrão (Q2)
2001,Jundiaí,34,1,1,1,Não,Sim,0.0,2890.0,0.0,37.0,Casa,Alvorada,Disponível,2927.0,85.0,2. Médio Padrão (Q2)
2002,Jundiaí,50,2,1,1,Sim,Não,613.0,1000.0,20.0,13.0,Apartamento,Aeroporto,Disponível,1646.0,20.0,1. Econômico (Q1)
2003,Jundiaí,100,2,2,1,Não,Não,0.0,1750.0,140.0,27.0,Casa,Anhangabaú,Disponível,1917.0,17.5,1. Econômico (Q1)
2004,Jundiaí,55,1,1,1,Não,Sim,1000.0,4950.0,225.0,63.0,Apartamento,Jundiaí Mirim,Disponível,6238.0,90.0,3. Alto Padrão (Q3)
